"filename", "language", "Java", "JSON", "comment", "blank", "total"
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\AiDiplomacyTicker.java", "Java", 855, 0, 94, 219, 1168
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\AiEconomyMutator.java", "Java", 37, 0, 0, 7, 44
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\AiLetterText.java", "Java", 1584, 0, 43, 244, 1871
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\AiRelationNormalizer.java", "Java", 41, 0, 5, 15, 61
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\AiRelationsState.java", "Java", 66, 0, 1, 17, 84
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\AllianceState.java", "Java", 112, 0, 13, 27, 152
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyAiSendRules.java", "Java", 55, 0, 6, 20, 81
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyCooldownState.java", "Java", 39, 0, 1, 14, 54
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyEvaluator.java", "Java", 371, 0, 94, 98, 563
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyLetterPolicy.java", "Java", 114, 0, 31, 22, 167
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyMailGenerator.java", "Java", 437, 0, 68, 135, 640
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyMailboxState.java", "Java", 210, 0, 18, 56, 284
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyPlayerSendRules.java", "Java", 99, 0, 20, 30, 149
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyRelationNormalizer.java", "Java", 37, 0, 4, 15, 56
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyRelationsState.java", "Java", 74, 0, 5, 23, 102
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyResponder.java", "Java", 22, 0, 1, 9, 32
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\DiplomacyResponseQueue.java", "Java", 448, 0, 71, 103, 622
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\EconomyMutator.java", "Java", 40, 0, 1, 6, 47
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\Letter.java", "Java", 340, 0, 36, 65, 441
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\PeaceEvaluator.java", "Java", 38, 0, 13, 16, 67
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\ResourceType.java", "Java", 6, 0, 1, 2, 9
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\diplomacy\ResourceValues.java", "Java", 25, 0, 1, 11, 37
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\SoldierEntity.java", "Java", 384, 0, 45, 110, 539
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\aiKingdomEntity.java", "Java", 431, 0, 39, 106, 576
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\FindBedAtNightGoal.java", "Java", 134, 0, 8, 34, 176
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\FindBedAtNightGoalAI.java", "Java", 134, 0, 2, 33, 169
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\FollowOwnerGoal.java", "Java", 101, 0, 13, 35, 149
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\RetinueSeparationGoal.java", "Java", 57, 0, 1, 17, 75
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\ReturnHomeDayGoal.java", "Java", 53, 0, 1, 16, 70
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\ReturnHomeDayGoalAI.java", "Java", 53, 0, 0, 16, 69
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\aiKingdomNPCEntity.java", "Java", 411, 0, 39, 106, 556
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\ai\homeAndBedMob.java", "Java", 18, 0, 0, 7, 25
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\kingdomWorkerEntity.java", "Java", 417, 0, 71, 142, 630
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\entity\modEntities.java", "Java", 29, 0, 0, 12, 41
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\jobBlock.java", "Java", 152, 0, 21, 43, 216
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\jobBlockEntity.java", "Java", 438, 0, 39, 112, 589
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\jobBlocks.java", "Java", 30, 0, 5, 11, 46
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\jobDefinition.java", "Java", 439, 0, 54, 99, 592
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\jobs.java", "Java", 21, 0, 5, 4, 30
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\kingSkinPoolState.java", "Java", 52, 0, 2, 15, 69
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\kingdomBlock.java", "Java", 67, 0, 6, 18, 91
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\kingdomBorderMapItem.java", "Java", 18, 0, 1, 5, 24
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\kingdomKingSpawnerBlock.java", "Java", 51, 0, 4, 18, 73
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\kingdomProtection.java", "Java", 66, 0, 17, 25, 108
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\kingdomState.java", "Java", 601, 0, 80, 199, 880
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\kingdomsClientProxy.java", "Java", 48, 0, 4, 15, 67
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\menu\diploMenu.java", "Java", 43, 0, 4, 19, 66
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\modBlock.java", "Java", 192, 0, 4, 38, 234
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\modItem.java", "Java", 42, 0, 0, 9, 51
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\namePool.java", "Java", 43, 0, 1, 16, 60
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\network\networkInit.java", "Java", 1470, 0, 168, 387, 2025
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\network\serverMail.java", "Java", 12, 0, 1, 5, 18
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\news\KingdomNewsState.java", "Java", 113, 0, 36, 42, 191
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\CreateKingdomPayload.java", "Java", 26, 0, 0, 4, 30
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\OpenMailS2CPayload.java", "Java", 30, 0, 0, 7, 37
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\OpenTreasuryS2CPayload.java", "Java", 17, 0, 0, 6, 23
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\aiTradeInfoS2CPayload.java", "Java", 67, 0, 0, 12, 79
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\aiTradeQueryC2SPayload.java", "Java", 17, 0, 0, 6, 23
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\bordersRequestPayload.java", "Java", 13, 0, 0, 5, 18
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\bordersSyncPayload.java", "Java", 53, 0, 0, 11, 64
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\createKingdomResultPayload.java", "Java", 25, 0, 0, 5, 30
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\diploActionC2SPayload.java", "Java", 34, 0, 2, 11, 47
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\diplomacyFreezeC2SPayload.java", "Java", 22, 0, 0, 6, 28
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\disbandKingdomPayload.java", "Java", 18, 0, 0, 5, 23
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\ecoRequestPayload.java", "Java", 13, 0, 0, 3, 16
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\ecoSyncPayload.java", "Java", 118, 0, 26, 36, 180
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\jobReqsS2CPayload.java", "Java", 62, 0, 0, 12, 74
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\kingdomHoverRequestC2SPayload.java", "Java", 17, 0, 0, 7, 24
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\kingdomHoverSyncS2CPayload.java", "Java", 89, 0, 7, 29, 125
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\kingdomInfoRequestPayload.java", "Java", 16, 0, 0, 5, 21
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\kingdomInfoSyncPayload.java", "Java", 22, 0, 0, 5, 27
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\kingdomQueryPayload.java", "Java", 18, 0, 0, 4, 22
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\kingdomQueryResultPayload.java", "Java", 26, 0, 0, 5, 31
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\kingdomTransitionS2CPayload.java", "Java", 21, 0, 0, 6, 27
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailActionC2SPayload.java", "Java", 24, 0, 0, 8, 32
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailInboxRequestC2SPayload.java", "Java", 16, 0, 0, 6, 22
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailInboxSyncPayload.java", "Java", 43, 0, 1, 12, 56
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailPolicyRequestC2SPayload.java", "Java", 29, 0, 0, 9, 38
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailPolicySyncS2CPayload.java", "Java", 46, 0, 0, 12, 58
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailRecipientsRequestC2SPayload.java", "Java", 16, 0, 0, 6, 22
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailRecipientsSyncS2CPayload.java", "Java", 54, 0, 1, 13, 68
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailSendC2SPayload.java", "Java", 82, 0, 6, 25, 113
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\mailSendResultS2CPayload.java", "Java", 39, 0, 0, 9, 48
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\newsRequestC2SPayload.java", "Java", 17, 0, 0, 6, 23
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\newsSyncS2CPayload.java", "Java", 18, 0, 0, 7, 25
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\openKingdomMenuPayload.java", "Java", 21, 0, 0, 6, 27
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\opendiplomacyS2CPayload.java", "Java", 48, 0, 1, 11, 60
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\requestBorderWandPayload.java", "Java", 15, 0, 0, 6, 21
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\toggleJobEnabledPayload.java", "Java", 23, 0, 0, 9, 32
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\treasuryBuyJobPayload.java", "Java", 25, 0, 0, 6, 31
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\treasuryOpenPayload.java", "Java", 20, 0, 0, 11, 31
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\treasuryOpenResultPayload.java", "Java", 16, 0, 0, 5, 21
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\treasuryShopSyncPayload.java", "Java", 45, 0, 0, 8, 53
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\warBattleHudSyncPayload.java", "Java", 39, 0, 0, 7, 46
"c:\Users\isaac\OneDrive\Documents\kingdoms-test-NEW (MAIN)\src\main\java\name\kingdoms\payload\warCommandCycleGroupC2SPayload.java", "Java", 23, 0, 2, 7, 32
